DEPT,GR,RT,RHO,NPHI
2451.7014,34.4321,13.0321,2.1251,0.2844
2452.1372,38.5632,13.4184,2.1284,0.2782
2452.573,43.3015,14.196,2.1134,0.269
2453.0088,48.4066,14.9622,2.0908,0.2574
2453.4446,53.1744,15.685,2.0739,0.2634
2453.8804,56.9924,16.4269,2.0631,0.2841
2454.3162,59.5086,17.3877,2.0544,0.299
2454.752,61.0312,18.2346,2.0492,0.3151
2455.1878,61.9833,18.3006,2.0478,0.3289
2455.6236,62.5149,17.3782,2.049,0.3384
2456.0594,62.5604,16.3014,2.0551,0.348
2456.4952,63.0628,15.464,2.0622,0.3617
2456.931,70.5335,15.0581,2.0696,0.3775
2457.3668,79.4218,15.0757,2.0761,0.3927
2457.8026,87.4673,15.156,2.0808,0.4062
2458.2384,91.596,15.0634,2.0887,0.4168
2458.6742,92.3364,14.3402,2.1011,0.4244
2459.11,89.1607,13.2859,2.1157,0.405
2459.5458,84.446,12.3626,2.1037,0.3885
2459.9816,80.3231,11.722,2.0686,0.3831
2460.4174,77.895,11.2901,2.0436,0.3883
2460.8532,81.9397,10.9251,2.0213,0.3935
2461.289,86.4459,10.6052,2.0378,0.3989
2461.7248,90.6424,10.4261,2.1024,0.4051
2462.1606,94.8696,10.5587,2.1225,0.4103
2462.5964,98.2759,11.0108,2.1328,0.4182
2463.0322,98.7304,11.3535,2.1332,0.4297
2463.468,95.2015,11.5522,2.1322,0.4479
2463.9038,86.3676,11.5983,2.1316,0.4433
2464.3396,65.5372,11.6103,2.1348,0.4238
2464.7754,49.2033,11.6039,2.1499,0.3987
2465.2112,40.2004,12.1502,2.1679,0.3602
2465.647,36.0023,12.841,2.1821,0.3319
2466.0828,34.9373,13.5553,2.1947,0.2803
2466.5186,35.7203,14.2324,2.2055,0.2508
2466.9544,36.9005,14.7334,2.2124,0.2448
2467.3902,38.0117,15.0386,2.2135,0.2376
2467.826,39.0028,14.9686,2.1791,0.2351
2468.2618,38.9446,14.5268,2.1487,0.2486
2468.6976,37.0458,13.9338,2.1212,0.2639
2469.1334,35.106,13.4675,2.1034,0.2725
2469.5692,34.3132,13.098,2.0914,0.2686
2470.005,35.3757,12.7978,2.0821,0.263
2470.4408,33.8545,12.5093,2.1082,0.2574
2470.8766,31.0474,12.184,2.1236,0.2519
2471.3124,30.3856,12.2728,2.1361,0.2446
2471.7482,31.4825,12.8233,2.1487,0.2372
2472.184,33.9568,13.8812,2.1628,0.2317
2472.6198,37.5779,15.2992,2.1743,0.2326
2473.0556,40.628,16.48,2.1616,0.2404
2473.4914,40.7886,17.241,2.1451,0.25
2473.9272,38.9567,17.4723,2.1291,0.2614
2474.363,37.3422,18.1587,2.1148,0.2747
2474.7988,36.3226,18.1637,2.1132,0.2868
2475.2346000000002,36.3631,17.8589,2.12,0.2973
2475.6704,36.9054,17.2793,2.1288,0.307
2476.1062,37.3999,16.3173,2.1382,0.303
2476.542,37.51,15.9724,2.14,0.2858
2476.9778,37.0372,16.4276,2.1387,0.2642
2477.4136,36.0141,16.915,2.1385,0.2506
2477.8494,34.9119,17.4451,2.1455,0.2499
2478.2852,34.2015,18.0451,2.1462,0.2535
2478.721,34.3407,18.3971,2.1411,0.2619
2479.1568,35.539,18.756,2.132,0.271
2479.5926,36.5822,19.1219,2.1212,0.2729
2480.0284,36.7408,19.4949,2.1095,0.2704
2480.4642,36.6543,19.8752,2.0983,0.2757
2480.9,36.4367,20.3491,2.1021,0.2804
2481.3358,35.9835,20.2751,2.098,0.2859
2481.7716,35.6336,18.2645,2.0876,0.29
2482.2074,35.7748,17.4565,2.074,0.2971
2482.6432,36.3463,16.048,2.0614,0.3079
2483.079,37.1498,14.5096,2.0509,0.3263
2483.5148,38.5294,13.3657,2.0439,0.3438
2483.9506,39.8595,12.6242,2.0378,0.3591
2484.3864,40.9225,12.0752,2.0321,0.3574
2484.8222,41.5504,11.6735,2.0266,0.3513
2485.258,41.9212,11.8087,2.1108,0.3431
2485.6938,42.1337,11.8433,2.1421,0.3287
2486.1296,42.8474,11.8043,2.1651,0.3121
2486.5654,44.5681,11.8974,2.1832,0.2929
2487.0012,43.299,12.4035,2.1806,0.278
2487.437,41.3587,13.233,2.1727,0.2669
2487.8728,39.7404,14.082,2.1661,0.2687
2488.3086,38.3036,14.3864,2.163,0.279
2488.7444,37.0494,14.3151,2.1636,0.29
2489.1802,36.1234,14.1145,2.1649,0.3013
2489.616,35.8031,14.3496,2.166,0.3109
2490.0518,36.3068,15.0888,2.167,0.3098
2490.4876,37.3034,16.1988,2.17,0.3063
2490.9234,37.8745,17.3058,2.1836,0.3059
2491.3592,38.138,18.0998,2.1901,0.3132
2491.795,37.9654,18.9645,2.1907,0.3203
2492.2308,37.5408,24.3357,2.1919,0.3203
2492.6666,37.3097,27.7578,2.2022,0.3001
2493.1024,37.5256,30.6578,2.2158,0.28
2493.5382,38.1547,32.1534,2.2262,0.2499
2493.974,38.716,32.64,2.2298,0.2473
2494.4098,38.9058,32.269,2.2243,0.2477
2494.8456,38.3018,30.8017,2.2163,0.2452
2495.2814,35.8564,28.8099,2.2093,0.2371
2495.7172,34.3269,26.4789,2.21,0.2258
2496.153,35.0789,23.9264,2.2249,0.2191
2496.5888,36.2604,21.2085,2.2407,0.2198
2497.0246,37.0667,17.4258,2.2419,0.211
2497.4604,37.3691,15.7137,2.2317,0.2051
2497.8962,37.1979,14.3407,2.2185,0.2021
2498.332,36.4603,13.2525,2.2162,0.2007
2498.7678,35.6484,12.4654,2.2159,0.2074
2499.2036,34.92,11.8605,2.1974,0.2167
2499.6394,34.254,11.3337,2.1788,0.2308
2500.0752,33.9392,10.8432,2.164,0.249
2500.511,33.803,10.5024,2.1548,0.26
2500.9468,33.7746,10.2585,2.1507,0.2695
2501.3826,33.8136,10.1227,2.1505,0.2681
2501.8184,34.0077,9.9788,2.1582,0.2664
2502.2542,35.1242,9.8488,2.1677,0.2653
